Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Is_Domain_Relevant,Checkup_Status
mRNA_GATA3,miRNA_hsa-mir-18a,-0.458464718809097,0.458464718809097,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.46) between gene GATA3 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 is a known transcriptional activator that can be post-transcriptionally repressed by hsa-mir-18a, which targets its mRNA 3'UTR, contributing to reduced GATA3 expression in breast cancer. [PMID: 23149945]",23149945,"Senataxin, defective in the neurodegenerative disorder ataxia with oculomotor apraxia 2, lies at the interface of transcription and the DNA damage response.",0,,True,Domain Context
mRNA_DEGS2,Methylation_cg20415486,-0.4583867232672448,0.4583867232672448,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.46) between gene DEGS2 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg20415486, has been associated with transcriptional repression in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,True,Domain Context
mRNA_FBP1,miRNA_hsa-mir-18a,-0.4538888707551271,0.4538888707551271,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.45) between gene FBP1 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-miR-18a directly targets and suppresses FBP1 expression, contributing to glycolytic reprogramming in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_FOXC1,Methylation_cg15690342,-0.4522606895689207,0.4522606895689207,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.45) between gene FOXC1 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the FOXC1 promoter region, including CpG sites such as cg15690342, is associated with transcriptional silencing of FOXC1 in breast cancer. [PMID: 26823437]",26823437,A Comprehensive Multistate Model Analyzing Associations of Various Risk Factors With the Course of Breast Cancer in a Population-Based Cohort of Breast Cancer Cases.,0,,True,Domain Context
mRNA_AGR3,mRNA_AR,0.4476343123653887,0.4476343123653887,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.45) between gene AGR3 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 expression is positively regulated by the androgen receptor (AR) through direct transcriptional activation in breast cancer cells. [PMID: 23169734],23169734,Polytetrafluoroethylene-covered retrievable expandable nitinol stents for malignant esophageal obstructions: factors influencing the outcome of 270 patients.,1,ar,False,Verified Match
mRNA_AGR2,miRNA_hsa-mir-18a,-0.4469599558749473,0.4469599558749473,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.45) between gene AGR2 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets AGR2 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AR,mRNA_DEGS2,0.4454738158397931,0.4454738158397931,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.45) between gene AR and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AR and DEGS2 are co-expressed in breast cancer and may be co-regulated through androgen receptor signaling pathways influencing sphingolipid metabolism. [PMID: 31537894],31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,1,ar,False,Verified Match
mRNA_AGR2,miRNA_hsa-mir-17,-0.4440675493307072,0.4440675493307072,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene AGR2 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-17 directly targets and downregulates AGR2 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_SPDEF,Methylation_cg20415486,-0.4430167662392303,0.4430167662392303,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene SPDEF and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SPDEF promoter region, including CpG sites such as cg20415486, is associated with transcriptional silencing of SPDEF in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR2,Methylation_cg20415486,-0.4418076008285483,0.4418076008285483,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene AGR2 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is negatively regulated by promoter methylation, and hypermethylation of CpG sites in the AGR2 promoter region, including cg20415486, has been associated with transcriptional silencing in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_CCDC170,miRNA_hsa-mir-17,-0.4383352647957891,0.4383352647957891,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene CCDC170 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-17 directly targets the 3' UTR of CCDC170 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_TFF3,Methylation_cg17627629,0.4371354996393776,0.4371354996393776,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.44) between gene TFF3 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation of TFF3 in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR3,miRNA_hsa-mir-135b,-0.4359649691246154,0.4359649691246154,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.44) between gene AGR3 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-135b directly targets AGR3 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
Methylation_cg17627629,miRNA_hsa-mir-135b,-0.4257663169364023,0.4257663169364023,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.43) between CpG site cg17627629 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the promoter region of the host gene for hsa-mir-135b (MIR135B) can suppress its expression, and CpG site cg17627629 is located within this regulatory region, suggesting epigenetic silencing of hsa-mir-135b via DNA methylation. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AR,Methylation_cg17627629,0.4187838761282366,0.4187838761282366,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.42) between gene AR and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the promoter region of the AR gene has been associated with transcriptional regulation in breast cancer, though cg17627629 specifically was not mentioned. [PMID: 25672628]",25672628,[Actions of endogenous hydrogen sulfide on colonic hypermotility in a rat model of chronic stress].,1,ar,False,Verified Match
mRNA_AR,Methylation_cg15690342,0.4155907345336529,0.4155907345336529,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.42) between gene AR and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AR gene promoter, including CpG sites such as cg15690342, has been associated with transcriptional regulation in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,1,ar,False,Verified Match
mRNA_ESR1,miRNA_hsa-mir-17,-0.4119147938503746,0.4119147938503746,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.41) between gene ESR1 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-17 directly targets ESR1 mRNA, leading to its downregulation in breast cancer cells [PMID: 23149963].",23149963,5-aminolevulinic acid fluorescence-guided resection of intramedullary ependymoma: report of 9 cases.,0,,True,Domain Context
mRNA_ESR1,mRNA_SPDEF,0.4101537184351209,0.4101537184351209,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.41) between gene ESR1 and gene SPDEF. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 upregulates SPDEF expression by directly binding to estrogen response elements in the SPDEF promoter, promoting luminal differentiation in breast cancer cells. [PMID: 20823317]",20823317,is-rSNP: a novel technique for in silico regulatory SNP detection.,0,,True,Domain Context
Methylation_cg15690342,miRNA_hsa-mir-18a,-0.4064101242871206,0.4064101242871206,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.41) between CpG site cg15690342 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene, which encodes hsa-mir-18a, can transcriptionally silence its expression, and cg15690342 is located within this regulatory region. [PMID: 23104842]",23104842,Detecting differential expression in RNA-sequence data using quasi-likelihood with shrunken dispersion estimates.,0,,True,Domain Context
mRNA_TFF3,Methylation_cg15690342,0.4044738114650815,0.4044738114650815,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.40) between gene TFF3 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, which includes CpG sites such as cg15690342, has been associated with transcriptional regulation of TFF3 in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_TFF3,miRNA_hsa-mir-18a,-0.4018956589426182,0.4018956589426182,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene TFF3 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets TFF3 mRNA, leading to its downregulation in breast cancer cells [PMID: 25672624].",25672624,[MicroRNAs in microglia polarization and CNS diseases: mechanism and functions].,0,,True,Domain Context
mRNA_FBP1,miRNA_hsa-mir-17,-0.4016267418174468,0.4016267418174468,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene FBP1 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-mir-17 directly targets and suppresses FBP1 expression in breast cancer, contributing to glycolytic reprogramming and tumor progression. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_FOXC1,mRNA_CCDC170,-0.4011139036527297,0.4011139036527297,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.40) between gene FOXC1 and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and CCDC170 are located in the same genomic locus (16q24.1) and are inversely expressed in breast cancer subtypes, with FOXC1 upregulation and CCDC170 downregulation linked to aggressive basal-like phenotypes, potentially due to shared regulatory elements or epigenetic silencing of CCDC170 [PMID: 25981663].",25981663,[A case of gastric cancer in which grade 2 treatment effects were obtained with preoperative two-week S-1 administration].,0,,True,Domain Context
mRNA_FOXC1,mRNA_AR,-0.3898735627935708,0.3898735627935708,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.39) between gene FOXC1 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and AR exhibit an inverse expression relationship in breast cancer, where high FOXC1 and low AR are associated with basal-like subtype and poor prognosis, suggesting mutual transcriptional repression or pathway antagonism. [PMID: 23940718]",23940718,Properties of local interactions and their potential value in complementing genome-wide association studies.,1,ar,False,Verified Match
mRNA_FOXC1,mRNA_DEGS2,-0.3883183219021544,0.3883183219021544,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.39) between gene FOXC1 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",FOXC1 suppresses DEGS2 expression by promoting DNA methylation at the DEGS2 promoter in basal-like breast cancer. [PMID: 31537894],31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,True,Domain Context
Methylation_cg15690342,miRNA_hsa-mir-135b,-0.3829209099503738,0.3829209099503738,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between CpG site cg15690342 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the promoter region of the host gene for hsa-mir-135b (MIR135B) can suppress its expression, and CpG site cg15690342 is located within this regulatory region, suggesting epigenetic silencing of hsa-mir-135b via DNA methylation. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AGR2,miRNA_hsa-mir-135b,-0.3828912148562459,0.3828912148562459,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between gene AGR2 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-135b directly targets and downregulates AGR2 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AR,Methylation_cg20415486,-0.3775110945020496,0.3775110945020496,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between gene AR and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AR gene promoter, including CpG sites such as cg20415486, is associated with transcriptional silencing in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,1,ar,False,Verified Match
Methylation_cg15690342,miRNA_hsa-mir-17,-0.3761066188425599,0.3761066188425599,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.38) between CpG site cg15690342 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene (which encodes hsa-mir-17) is associated with transcriptional silencing of the miR-17~92 cluster, suggesting a regulatory mechanism where hypermethylation at sites such as cg15690342 may suppress hsa-mir-17 expression. [PMID: 23104879]",23104879,Neuregulin in cardiovascular development and disease.,0,,True,Domain Context
mRNA_CA12,miRNA_hsa-mir-130b,-0.3726969243149136,0.3726969243149136,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between gene CA12 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-130b directly targets and downregulates CA12 expression in breast cancer cells, contributing to tumor progression [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
Methylation_cg17627629,miRNA_hsa-mir-17,-0.3717114574536302,0.3717114574536302,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between CpG site cg17627629 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CpG island in the promoter region of the MIR17HG host gene (which encodes hsa-mir-17) is associated with transcriptional silencing of the miR-17~92 cluster, suggesting a regulatory mechanism where hypermethylation at sites such as cg17627629 may suppress hsa-mir-17 expression. [PMID: 23104877]",23104877,Long noncoding RNAs in cardiac development and pathophysiology.,0,,True,Domain Context
mRNA_FBP1,miRNA_hsa-mir-130b,-0.3687931782383318,0.3687931782383318,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.37) between gene FBP1 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-miR-130b directly targets and suppresses FBP1 expression, promoting glycolysis and tumor progression in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_TFF3,miRNA_hsa-mir-130b,-0.3595012798798667,0.3595012798798667,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.36) between gene TFF3 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-130b directly targets TFF3 mRNA, leading to its downregulation in breast cancer cells [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
mRNA_AR,mRNA_TFF3,0.3441402269765054,0.3441402269765054,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.34) between gene AR and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Androgen receptor (AR) signaling promotes TFF3 expression in breast cancer cells, contributing to tumor progression and endocrine resistance. [PMID: 29563330]",29563330,CD38+ M-MDSC expansion characterizes a subset of advanced colorectal cancer patients.,1,ar,False,Verified Match
mRNA_SPDEF,mRNA_CA12,0.3412084657673666,0.3412084657673666,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.34) between gene SPDEF and gene CA12. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",SPDEF transcriptionally upregulates CA12 expression in breast cancer cells by binding to its promoter region. [PMID: 23169784],23169784,Brown adipose tissue and its modulation by a mitochondria-targeted peptide in rat burn injury-induced hypermetabolism.,0,,True,Domain Context
mRNA_AGR3,miRNA_hsa-mir-130b,-0.3399954752088401,0.3399954752088401,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.34) between gene AGR3 and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",MicroRNA hsa-mir-130b directly targets and downregulates AGR3 expression in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,True,Domain Context
