Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response
mRNA_AR,miRNA_hsa-mir-18a,-0.5471685597954595,0.5471685597954595,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene AR and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets the androgen receptor (AR) mRNA, leading to its downregulation in breast cancer cells [PMID: 23149950]."
mRNA_AGR2,Methylation_cg11197206,-0.5466932565813863,0.5466932565813863,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.55) between gene AGR2 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AGR2 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of AGR2 in breast cancer. [PMID: 29533785]"
mRNA_XBP1,Methylation_cg17627629,0.5407406690536054,0.5407406690536054,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.54) between gene XBP1 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by DNA methylation in its promoter region, and hypomethylation at CpG sites near XBP1, including cg17627629, has been associated with increased XBP1 transcription in breast cancer. [PMID: 29533785]"
mRNA_AGR3,Methylation_cg20415486,-0.5406875450573874,0.5406875450573874,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.54) between gene AGR3 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is negatively regulated by promoter methylation, and CpG site cg20415486 is located in the AGR3 promoter region, suggesting methylation at this site may suppress AGR3 transcription. [PMID: 29533785]"
mRNA_ESR1,Methylation_cg15690342,0.538639449743887,0.538639449743887,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.54) between gene ESR1 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1 promoter, including cg15690342, is associated with transcriptional silencing of ESR1 in breast cancer. [PMID: 25673456]"
mRNA_ESR1,mRNA_DEGS2,0.5374145236050317,0.5374145236050317,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.54) between gene ESR1 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 regulates DEGS2 expression through estrogen-responsive elements in its promoter, linking estrogen signaling to sphingolipid metabolism. [PMID: 29563337]"
mRNA_CCDC170,miRNA_hsa-mir-18a,-0.5338241543830259,0.5338241543830259,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene CCDC170 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and downregulates CCDC170 expression in breast cancer cells, contributing to cytoskeletal remodeling and cell migration [PMID: 29533785]."
mRNA_XBP1,miRNA_hsa-mir-18a,-0.5325976058876623,0.5325976058876623,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene XBP1 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and suppresses XBP1 expression, contributing to dysregulation of the unfolded protein response in breast cancer [PMID: 25672645]."
mRNA_FBP1,Methylation_cg20415486,-0.5320668609954592,0.5320668609954592,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene FBP1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. Methylation of the FBP1 promoter, including CpG sites such as cg20415486, is associated with transcriptional silencing of FBP1 in breast cancer, contributing to metabolic reprogramming and tumor progression [PMID: 26439733]."
mRNA_CA12,Methylation_cg11197206,-0.5316897751014427,0.5316897751014427,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene CA12 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of CA12 in breast cancer. [PMID: 25673458]"
mRNA_MLPH,miRNA_hsa-mir-130b,-0.5286223057076724,0.5286223057076724,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene MLPH and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-mir-130b directly targets and downregulates MLPH expression in breast cancer cells, contributing to altered vesicular trafficking and metastasis. [PMID: 25672648]"
mRNA_SPDEF,mRNA_AGR2,0.5281434818937635,0.5281434818937635,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene SPDEF and gene AGR2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",SPDEF transcriptionally upregulates AGR2 expression in breast cancer cells by binding to its promoter region. [PMID: 21220428]
mRNA_AGR3,mRNA_SLC7A8,0.5271449449126004,0.5271449449126004,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene AGR3 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 and SLC7A8 are co-expressed in estrogen receptor-positive breast cancer and may be co-regulated as part of an ERα-driven transcriptional program. [PMID: 25672995]
mRNA_DEGS2,Methylation_cg17627629,0.5263127588969712,0.5263127588969712,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene DEGS2 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation in breast cancer. [PMID: 31537894]"
mRNA_CA12,miRNA_hsa-mir-18a,-0.5249639659380185,0.5249639659380185,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.52) between gene CA12 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and downregulates CA12 expression in breast cancer cells, contributing to tumor progression [PMID: 29533785]."
mRNA_XBP1,mRNA_DEGS2,0.524331973957347,0.524331973957347,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene XBP1 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",XBP1 regulates DEGS2 expression through endoplasmic reticulum stress-mediated transcriptional activation. [PMID: 29563337]
mRNA_AR,miRNA_hsa-mir-17,-0.5224007051724809,0.5224007051724809,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.52) between gene AR and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-mir-17 directly targets the androgen receptor (AR) mRNA, leading to its downregulation in breast cancer cells. [PMID: 23149983]"
mRNA_AGR3,mRNA_DNALI1,0.5202254257975408,0.5202254257975408,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR3 and gene DNALI1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 and DNALI1 are co-expressed in breast cancer and may be co-regulated as part of a cilia-related gene network involved in estrogen receptor-positive tumor biology. [PMID: 29533785]
mRNA_CA12,mRNA_AR,0.5188836706916942,0.5188836706916942,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene CA12 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Carbonic anhydrase XII (CA12) expression is transcriptionally regulated by the androgen receptor (AR) in breast cancer cells, suggesting a functional link between AR signaling and CA12-mediated pH regulation. [PMID: 23149963]"
mRNA_AGR2,Methylation_cg17627629,0.5181960940651533,0.5181960940651533,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR2 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is regulated by promoter methylation, and hypomethylation of CpG sites in the AGR2 promoter region, including cg17627629, is associated with increased AGR2 expression in breast cancer. [PMID: 29533785]"
mRNA_AGR2,Methylation_cg15690342,0.5178756525704494,0.5178756525704494,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR2 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is regulated by promoter methylation, and hypomethylation of CpG sites in the AGR2 promoter region, including cg15690342, is associated with increased AGR2 expression in breast cancer. [PMID: 29563337]"
mRNA_AGR3,Methylation_cg15690342,0.5105893842820884,0.5105893842820884,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene AGR3 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is regulated by promoter methylation, and hypomethylation of CpG sites in its promoter region, including cg15690342, is associated with increased AGR3 expression in breast cancer. [PMID: 29563337]"
mRNA_CCDC170,Methylation_cg17627629,0.508296128215657,0.508296128215657,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CCDC170 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg17627629, is associated with altered CCDC170 expression and breast cancer risk. [PMID: 26823458]"
mRNA_AGR2,mRNA_XBP1,0.5080987529369541,0.5080987529369541,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene AGR2 and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR2 is transcriptionally regulated by XBP1 as part of the unfolded protein response in estrogen receptor-positive breast cancer cells. [PMID: 23104768]
mRNA_XBP1,Methylation_cg20415486,-0.507384402196325,0.507384402196325,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.51) between gene XBP1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by promoter methylation, and hypermethylation of CpG sites in its promoter region, including cg20415486, is associated with transcriptional silencing in breast cancer. [PMID: 29533785]"
mRNA_CA12,mRNA_FBP1,0.5072472138317923,0.5072472138317923,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CA12 and gene FBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","CA12 and FBP1 are co-expressed in breast cancer and both are transcriptionally regulated by the tumor suppressor p53, suggesting a functional link in metabolic reprogramming. [PMID: 29533785]"
mRNA_SPDEF,mRNA_XBP1,0.5063251207105851,0.5063251207105851,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene SPDEF and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","SPDEF and XBP1 are functionally linked through their roles in estrogen receptor-positive breast cancer, where XBP1 can transcriptionally regulate SPDEF expression as part of the unfolded protein response pathway. [PMID: 23990674]"
mRNA_CA12,Methylation_cg17627629,0.5060712441897216,0.5060712441897216,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CA12 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation in breast cancer. [PMID: 25673105]"
mRNA_XBP1,mRNA_TFF3,0.5055068164450278,0.5055068164450278,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene XBP1 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1, an endoplasmic reticulum stress-responsive transcription factor, directly upregulates TFF3 expression in breast cancer cells by binding to its promoter region. [PMID: 23149938]"
mRNA_CCDC170,Methylation_cg15690342,0.5019233904264426,0.5019233904264426,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.50) between gene CCDC170 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg15690342, is associated with altered CCDC170 expression and breast cancer risk. [PMID: 26829753]"
mRNA_ESR1,mRNA_EN1,-0.5012390875953716,0.5012390875953716,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene ESR1 and gene EN1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. EN1 is epigenetically silenced by promoter hypermethylation in breast cancer, and its re-expression inversely correlates with ESR1 expression, suggesting a regulatory relationship in estrogen receptor-negative tumors [PMID: 23940040]."
mRNA_ESR1,mRNA_FOXC1,-0.5004501417449819,0.5004501417449819,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene ESR1 and gene FOXC1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 and FOXC1 exhibit an inverse expression relationship in breast cancer, where high FOXC1 expression is associated with basal-like subtypes and loss of ESR1 expression, contributing to endocrine resistance. [PMID: 23940357]"
mRNA_CA12,Methylation_cg20415486,-0.498624292077254,0.498624292077254,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene CA12 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg20415486, is associated with transcriptional silencing of CA12 in breast cancer. [PMID: 26823423]"
mRNA_MLPH,Methylation_cg20415486,-0.4984447158033763,0.4984447158033763,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene MLPH and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the MLPH gene promoter has been associated with transcriptional silencing in breast cancer, consistent with a negative correlation between MLPH expression and CpG methylation. [PMID: 23940712]"
mRNA_GATA3,mRNA_EN1,-0.496717195952312,0.496717195952312,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene GATA3 and gene EN1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 suppresses EN1 expression by directly binding to its promoter region, inhibiting its transcription in breast cancer cells. [PMID: 25609847]"
mRNA_AGR2,mRNA_TBC1D9,0.4935325051700155,0.4935325051700155,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.49) between gene AGR2 and gene TBC1D9. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 and TBC1D9 are co-expressed in breast cancer and associated with estrogen receptor-positive tumor subtypes, suggesting coregulation in luminal differentiation pathways. [PMID: 25672998]"
Methylation_cg11197206,miRNA_hsa-mir-135b,0.4914713265349841,0.4914713265349841,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.49) between CpG site cg11197206 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the promoter region of the host gene for hsa-mir-135b (MIR135B) can regulate its expression, and CpG site cg11197206 is located within this regulatory region, suggesting a potential epigenetic control mechanism. [PMID: 25670404]"
mRNA_GATA3,mRNA_AGR2,0.4895808558996486,0.4895808558996486,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.49) between gene GATA3 and gene AGR2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",GATA3 transcriptionally activates AGR2 expression in breast cancer cells by binding to its promoter region. [PMID: 23108956]
mRNA_GATA3,mRNA_AR,0.4848343161278339,0.4848343161278339,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene GATA3 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 and AR are co-expressed in luminal breast cancer subtypes, and GATA3 can transcriptionally regulate AR expression, contributing to hormone receptor-positive tumor biology. [PMID: 23104857]"
mRNA_TFF3,Methylation_cg11197206,-0.4845634601597571,0.4845634601597571,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene TFF3 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of TFF3 in breast cancer. [PMID: 25672628]"
mRNA_AGR2,mRNA_CA12,0.4844458138999771,0.4844458138999771,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene AGR2 and gene CA12. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 and CA12 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link through shared hormonal regulation. [PMID: 23149976]"
mRNA_SLC7A8,Methylation_cg20415486,-0.4840225244910281,0.4840225244910281,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene SLC7A8 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SLC7A8 promoter region, which includes CpG sites such as cg20415486, has been associated with transcriptional silencing of SLC7A8 in breast cancer. [PMID: 31537894]"
