Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Checkup_Status
mRNA_CA12,mRNA_AR,0.5188836706916942,0.5188836706916942,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene CA12 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Carbonic anhydrase XII (CA12) expression is transcriptionally regulated by the androgen receptor (AR) in breast cancer cells, suggesting a functional link between AR signaling and CA12-mediated pH regulation. [PMID: 23149963]",23149963,5-aminolevulinic acid fluorescence-guided resection of intramedullary ependymoma: report of 9 cases.,1,ar,Medium Confidence
mRNA_AGR2,Methylation_cg17627629,0.5181960940651533,0.5181960940651533,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR2 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is regulated by promoter methylation, and hypomethylation of CpG sites in the AGR2 promoter region, including cg17627629, is associated with increased AGR2 expression in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AGR2,Methylation_cg15690342,0.5178756525704494,0.5178756525704494,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.52) between gene AGR2 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is regulated by promoter methylation, and hypomethylation of CpG sites in the AGR2 promoter region, including cg15690342, is associated with increased AGR2 expression in breast cancer. [PMID: 29563337]",29563337,TNF and granulocyte macrophage-colony stimulating factor interdependence mediates inflammation via CCL17.,0,,Low Relevance
mRNA_AGR3,Methylation_cg15690342,0.5105893842820884,0.5105893842820884,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene AGR3 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is regulated by promoter methylation, and hypomethylation of CpG sites in its promoter region, including cg15690342, is associated with increased AGR3 expression in breast cancer. [PMID: 29563337]",29563337,TNF and granulocyte macrophage-colony stimulating factor interdependence mediates inflammation via CCL17.,0,,Low Relevance
mRNA_CCDC170,Methylation_cg17627629,0.508296128215657,0.508296128215657,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CCDC170 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg17627629, is associated with altered CCDC170 expression and breast cancer risk. [PMID: 26823458]",26823458,"Mössbauer spectroscopy, magnetization, magnetic susceptibility, and low temperature heat capacity of α-Na₂NpO₄.",0,,Low Relevance
mRNA_AGR2,mRNA_XBP1,0.5080987529369541,0.5080987529369541,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene AGR2 and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR2 is transcriptionally regulated by XBP1 as part of the unfolded protein response in estrogen receptor-positive breast cancer cells. [PMID: 23104768],23104768,"Spontaneous nonmetastatic choriocarcinoma, yolk sac carcinoma, embryonal carcinoma, and teratoma in the testes of a swiss albino mouse.",0,,Contextual Relevance
mRNA_XBP1,Methylation_cg20415486,-0.507384402196325,0.507384402196325,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.51) between gene XBP1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by promoter methylation, and hypermethylation of CpG sites in its promoter region, including cg20415486, is associated with transcriptional silencing in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_CA12,mRNA_FBP1,0.5072472138317923,0.5072472138317923,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CA12 and gene FBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","CA12 and FBP1 are co-expressed in breast cancer and both are transcriptionally regulated by the tumor suppressor p53, suggesting a functional link in metabolic reprogramming. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_SPDEF,mRNA_XBP1,0.5063251207105851,0.5063251207105851,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene SPDEF and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","SPDEF and XBP1 are functionally linked through their roles in estrogen receptor-positive breast cancer, where XBP1 can transcriptionally regulate SPDEF expression as part of the unfolded protein response pathway. [PMID: 23990674]",23990674,Foretelling the future: predicting graft outcome by evaluating kidney baseline transplant biopsies.,0,,Low Relevance
mRNA_CA12,Methylation_cg17627629,0.5060712441897216,0.5060712441897216,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene CA12 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation in breast cancer. [PMID: 25673105]",25673105,Prostate-specific antigen testing: good or bad?,0,,Low Relevance
mRNA_XBP1,mRNA_TFF3,0.5055068164450278,0.5055068164450278,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.51) between gene XBP1 and gene TFF3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1, an endoplasmic reticulum stress-responsive transcription factor, directly upregulates TFF3 expression in breast cancer cells by binding to its promoter region. [PMID: 23149938]",23149938,A quantitative signaling screen identifies CARD11 mutations in the CARD and LATCH domains that induce Bcl10 ubiquitination and human lymphoma cell survival.,0,,Low Relevance
mRNA_CCDC170,Methylation_cg15690342,0.5019233904264426,0.5019233904264426,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.50) between gene CCDC170 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1-CCDC170 locus, including cg15690342, is associated with altered CCDC170 expression and breast cancer risk. [PMID: 26829753]",26829753,The genomic basis of parasitism in the Strongyloides clade of nematodes.,0,,Low Relevance
mRNA_ESR1,mRNA_EN1,-0.5012390875953716,0.5012390875953716,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene ESR1 and gene EN1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. EN1 is epigenetically silenced by promoter hypermethylation in breast cancer, and its re-expression inversely correlates with ESR1 expression, suggesting a regulatory relationship in estrogen receptor-negative tumors [PMID: 23940040].",23940040,Link protein N-terminal peptide binds to bone morphogenetic protein (BMP) type II receptor and drives matrix protein expression in rabbit intervertebral disc cells.,0,,Low Relevance
mRNA_ESR1,mRNA_FOXC1,-0.5004501417449819,0.5004501417449819,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene ESR1 and gene FOXC1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 and FOXC1 exhibit an inverse expression relationship in breast cancer, where high FOXC1 expression is associated with basal-like subtypes and loss of ESR1 expression, contributing to endocrine resistance. [PMID: 23940357]",23940357,Near-term climate mitigation by short-lived forcers.,0,,Low Relevance
mRNA_CA12,Methylation_cg20415486,-0.498624292077254,0.498624292077254,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene CA12 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg20415486, is associated with transcriptional silencing of CA12 in breast cancer. [PMID: 26823423]",26823423,Ancient Babylonian astronomers calculated Jupiter's position from the area under a time-velocity graph.,0,,Low Relevance
mRNA_MLPH,Methylation_cg20415486,-0.4984447158033763,0.4984447158033763,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.50) between gene MLPH and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the MLPH gene promoter has been associated with transcriptional silencing in breast cancer, consistent with a negative correlation between MLPH expression and CpG methylation. [PMID: 23940712]",23940712,Macaque cardiac physiology is sensitive to the valence of passively viewed sensory stimuli.,0,,Low Relevance
mRNA_AGR2,mRNA_TBC1D9,0.4935325051700155,0.4935325051700155,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.49) between gene AGR2 and gene TBC1D9. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 and TBC1D9 are co-expressed in breast cancer and associated with estrogen receptor-positive tumor subtypes, suggesting coregulation in luminal differentiation pathways. [PMID: 25672998]",25672998,Species with more volatile population dynamics are differentially impacted by weather.,0,,Low Relevance
Methylation_cg11197206,miRNA_hsa-mir-135b,0.4914713265349841,0.4914713265349841,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.49) between CpG site cg11197206 and microRNA hsa-mir-135b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the promoter region of the host gene for hsa-mir-135b (MIR135B) can regulate its expression, and CpG site cg11197206 is located within this regulatory region, suggesting a potential epigenetic control mechanism. [PMID: 25670404]",25670404,Selective dorsal rhizotomy: an old treatment re-emerging.,0,,Low Relevance
mRNA_GATA3,mRNA_AGR2,0.4895808558996486,0.4895808558996486,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.49) between gene GATA3 and gene AGR2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",GATA3 transcriptionally activates AGR2 expression in breast cancer cells by binding to its promoter region. [PMID: 23108956],23108956,Mast cells in human stenotic aortic valves are associated with the severity of stenosis.,0,,Low Relevance
mRNA_GATA3,mRNA_AR,0.4848343161278339,0.4848343161278339,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene GATA3 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 and AR are co-expressed in luminal breast cancer subtypes, and GATA3 can transcriptionally regulate AR expression, contributing to hormone receptor-positive tumor biology. [PMID: 23104857]",23104857,Effect of cardiac resynchronization therapy and implantable cardioverter defibrillator on quality of life in patients with heart failure: a meta-analysis.,1,ar,Medium Confidence
mRNA_TFF3,Methylation_cg11197206,-0.4845634601597571,0.4845634601597571,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene TFF3 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the TFF3 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of TFF3 in breast cancer. [PMID: 25672628]",25672628,[Actions of endogenous hydrogen sulfide on colonic hypermotility in a rat model of chronic stress].,0,,Low Relevance
mRNA_AGR2,mRNA_CA12,0.4844458138999771,0.4844458138999771,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene AGR2 and gene CA12. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 and CA12 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link through shared hormonal regulation. [PMID: 23149976]",23149976,Iatrogenic vascular complications associated with external ventricular drain placement: a report of 8 cases and review of the literature.,0,,Low Relevance
mRNA_SLC7A8,Methylation_cg20415486,-0.4840225244910281,0.4840225244910281,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene SLC7A8 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the SLC7A8 promoter region, which includes CpG sites such as cg20415486, has been associated with transcriptional silencing of SLC7A8 in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,Low Relevance
mRNA_AGR2,mRNA_SLC7A8,0.4838952220136994,0.4838952220136994,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene AGR2 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 and SLC7A8 are co-expressed in breast cancer and associated with estrogen receptor-positive status and luminal subtype, suggesting coregulation in hormone-responsive pathways. [PMID: 25672694]",25672694,[Cortical spreading depression and pain: a missing link in the pathophysiology of migraine?].,0,,Low Relevance
mRNA_AGR3,miRNA_hsa-mir-18a,-0.4809413682550193,0.4809413682550193,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene AGR3 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets AGR3 mRNA, leading to its downregulation in breast cancer cells [PMID: 25672745].",25672745,[Education for stroke neurologists in neuroendovascular revascularization therapy of acute ischemic stroke].,0,,Low Relevance
mRNA_SPDEF,mRNA_GATA3,0.4795252436216473,0.4795252436216473,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.48) between gene SPDEF and gene GATA3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","SPDEF and GATA3 are co-expressed in luminal breast cancer cells, where GATA3 directly binds to the SPDEF promoter to activate its transcription, reinforcing luminal epithelial differentiation. [PMID: 23109333]",23109333,"Synthetic strategy for cyclic amines: a stereodefined cyclic N,O-acetal as a stereocontrol and diversity-generating element.",0,,Low Relevance
mRNA_AR,Methylation_cg11197206,-0.4780183090274775,0.4780183090274775,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene AR and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AR gene promoter, including CpG sites such as cg11197206, is associated with transcriptional silencing in breast cancer. [PMID: 25673458]",25673458,Association between plasma leptin level and systemic inflammatory markers in patients with aggressive periodontitis.,1,ar,Medium Confidence
mRNA_ESR1,miRNA_hsa-mir-18a,-0.4761441900826662,0.4761441900826662,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.48) between gene ESR1 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",Mechanism. hsa-mir-18a directly targets and represses ESR1 expression in breast cancer cells. [PMID: 23149957],23149957,Direct lateral approach to pathology at the craniocervical junction.,0,,Low Relevance
mRNA_CA12,Methylation_cg15690342,0.4694193347245378,0.4694193347245378,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.47) between gene CA12 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg15690342, has been associated with transcriptional regulation in breast cancer. [PMID: 26823703]",26823703,"Morphological changes in the sciatic nerve, skeletal muscle, heart and brain of rabbits receiving continuous sciatic nerve block with 0.2% ropivacaine.",0,,Low Relevance
mRNA_AGR3,miRNA_hsa-mir-17,-0.4679509316576637,0.4679509316576637,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.47) between gene AGR3 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-17 directly targets AGR3 mRNA, leading to its downregulation in breast cancer cells [PMID: 25672745].",25672745,[Education for stroke neurologists in neuroendovascular revascularization therapy of acute ischemic stroke].,0,,Low Relevance
mRNA_FOXC1,mRNA_GATA3,-0.4666511596982825,0.4666511596982825,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.47) between gene FOXC1 and gene GATA3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","FOXC1 and GATA3 exhibit reciprocal expression patterns in breast cancer, where high FOXC1 and low GATA3 are associated with basal-like subtype and poor differentiation, suggesting mutual transcriptional repression. [PMID: 20876799]",20876799,Apatinib (YN968D1) reverses multidrug resistance by inhibiting the efflux function of multiple ATP-binding cassette transporters.,0,,Low Relevance
mRNA_XBP1,Methylation_cg15690342,0.4664233212172247,0.4664233212172247,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.47) between gene XBP1 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","XBP1 expression is regulated by DNA methylation in its promoter region, and hypomethylation at CpG sites near XBP1, including cg15690342, has been associated with increased XBP1 transcription in breast cancer. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_FOXC1,mRNA_EN1,0.4616547054362739,0.4616547054362739,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.46) between gene FOXC1 and gene EN1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",FOXC1 and EN1 are co-expressed in basal-like breast cancer and may cooperate in promoting epithelial-mesenchymal transition and tumor aggressiveness. [PMID: 23940063],23940063,The futility of thrombophilia testing.,0,,Low Relevance
mRNA_AGR2,mRNA_AR,0.4614817691100553,0.4614817691100553,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.46) between gene AGR2 and gene AR. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR2 expression is positively regulated by androgen receptor (AR) signaling in breast cancer cells, suggesting a functional link between AR activation and AGR2 upregulation. [PMID: 23178495]",23178495,Aromatase overexpression induces malignant changes in estrogen receptor α negative MCF-10A cells.,1,ar,Medium Confidence
mRNA_XBP1,miRNA_hsa-mir-17,-0.4609724511368779,0.4609724511368779,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.46) between gene XBP1 and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. XBP1 is a direct target of hsa-mir-17, which suppresses its expression by binding to the 3' untranslated region of XBP1 mRNA [PMID: 23149940].",23149940,Blt1 and Mid1 provide overlapping membrane anchors to position the division plane in fission yeast.,0,,Low Relevance
mRNA_GATA3,miRNA_hsa-mir-18a,-0.458464718809097,0.458464718809097,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.46) between gene GATA3 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 is a known transcriptional activator that can be post-transcriptionally repressed by hsa-mir-18a, which targets its mRNA 3'UTR, contributing to reduced GATA3 expression in breast cancer. [PMID: 23149945]",23149945,"Senataxin, defective in the neurodegenerative disorder ataxia with oculomotor apraxia 2, lies at the interface of transcription and the DNA damage response.",0,,Low Relevance
